OrderItemID,OrderID,ProductID,Quantity,UnitPrice,ModifiedDate
10898,3658,576,4,2182.84,2025-12-10 08:47:57.000
10899,3658,903,3,13894.83,2025-12-10 08:47:57.000
10900,3658,229,2,12175.07,2025-12-10 08:47:57.000
10901,3659,266,5,15560.85,2026-07-30 03:38:33.000
10902,3659,292,5,47906.65,2026-07-30 03:38:33.000
10903,3659,543,5,21676.82,2026-07-30 03:38:33.000
10904,3659,887,5,40665.07,2026-07-30 03:38:33.000
10905,3660,391,5,7838.65,2025-10-17 20:12:30.000
10906,3661,242,3,1911.95,2025-08-01 22:47:17.000
10907,3661,668,2,25054.16,2025-08-01 22:47:17.000
10908,3661,313,4,47316.08,2025-08-01 22:47:17.000
10909,3661,513,2,15962.45,2025-08-01 22:47:17.000
10910,3661,875,3,9538.8,2025-08-01 22:47:17.000
10911,3662,300,1,23291.06,2025-05-18 22:21:41.000
10912,3663,574,3,24479.92,2026-07-31 15:21:44.000
10913,3664,411,4,10079.37,2026-01-19 23:40:24.000
10914,3664,357,1,39713.0,2026-01-19 23:40:24.000
10915,3664,490,1,20788.53,2026-01-19 23:40:24.000
10916,3665,916,2,33574.52,2025-06-15 11:28:58.000
10917,3665,167,3,27467.59,2025-06-15 11:28:58.000
10918,3665,534,4,4414.98,2025-06-15 11:28:58.000
10919,3665,837,5,31688.16,2025-06-15 11:28:58.000
10920,3665,530,1,43080.88,2025-06-15 11:28:58.000
10921,3666,1,3,17090.06,2025-02-12 22:41:03.000
10922,3666,386,3,46108.21,2025-02-12 22:41:03.000
10923,3666,898,3,27447.11,2025-02-12 22:41:03.000
10924,3666,620,4,9699.43,2025-02-12 22:41:03.000
10925,3666,354,2,47203.35,2025-02-12 22:41:03.000
10926,3667,328,3,21546.53,2026-01-26 16:34:46.000
10927,3667,157,2,41777.19,2026-01-26 16:34:46.000
10928,3668,78,2,476.47,2025-02-06 16:26:51.000
10929,3668,325,4,19095.47,2025-02-06 16:26:51.000
10930,3668,592,5,47369.18,2025-02-06 16:26:51.000
10931,3668,562,1,12620.83,2025-02-06 16:26:51.000
10932,3669,957,3,35640.83,2025-07-31 10:11:14.000
10933,3670,138,4,16177.68,2025-08-01 03:44:43.000
10934,3670,349,5,34167.45,2025-08-01 03:44:43.000
10935,3670,46,1,14977.84,2025-08-01 03:44:43.000
10936,3670,439,2,27301.85,2025-08-01 03:44:43.000
10937,3671,933,3,46766.51,2026-06-12 17:18:23.000
10938,3671,53,1,44235.03,2026-06-12 17:18:23.000
10939,3671,173,4,6057.87,2026-06-12 17:18:23.000
10940,3671,420,2,28461.63,2026-06-12 17:18:23.000
10941,3672,660,2,27427.47,2026-02-21 16:30:56.000
10942,3672,212,2,3566.62,2026-02-21 16:30:56.000
10943,3672,491,2,20513.51,2026-02-21 16:30:56.000
10944,3673,187,1,35818.49,2026-02-25 18:05:08.000
10945,3673,852,1,24881.82,2026-02-25 18:05:08.000
10946,3673,623,1,16394.36,2026-02-25 18:05:08.000
10947,3674,505,4,49645.2,2025-02-28 15:44:18.000
10948,3674,430,5,27378.81,2025-02-28 15:44:18.000
10949,3674,770,3,3397.74,2025-02-28 15:44:18.000
10950,3675,617,4,4111.32,2025-12-13 17:38:01.000
10951,3675,814,5,35435.02,2025-12-13 17:38:01.000
10952,3675,161,1,22632.6,2025-12-13 17:38:01.000
10953,3676,774,2,10462.0,2026-08-06 19:23:56.000
10954,3676,832,1,26549.44,2026-08-06 19:23:56.000
10955,3676,476,5,43408.1,2026-08-06 19:23:56.000
10956,3676,861,1,34777.72,2026-08-06 19:23:56.000
10957,3676,938,5,45463.94,2026-08-06 19:23:56.000
10958,3677,169,2,25977.69,2025-07-09 23:03:46.000
10959,3677,221,4,43474.6,2025-07-09 23:03:46.000
10960,3677,889,2,22765.29,2025-07-09 23:03:46.000
10961,3678,261,3,31991.78,2025-03-20 02:23:19.000
10962,3679,648,1,30673.45,2025-04-26 15:38:45.000
10963,3679,423,3,2868.59,2025-04-26 15:38:45.000
10964,3679,942,2,32268.2,2025-04-26 15:38:45.000
10965,3680,725,3,14114.35,2026-02-20 20:53:59.000
10966,3680,355,3,3319.91,2026-02-20 20:53:59.000
10967,3681,867,5,43743.84,2025-07-03 08:12:52.000
10968,3682,510,4,49585.51,2026-07-29 22:55:33.000
10969,3682,323,1,47310.05,2026-07-29 22:55:33.000
10970,3682,502,4,44330.21,2026-07-29 22:55:33.000
10971,3682,506,3,48080.68,2026-07-29 22:55:33.000
10972,3683,61,1,859.25,2026-08-08 07:09:35.000
10973,3683,794,1,22249.28,2026-08-08 07:09:35.000
10974,3683,282,1,32412.36,2026-08-08 07:09:35.000
10975,3683,167,1,27467.59,2026-08-08 07:09:35.000
10976,3683,787,4,46119.43,2026-08-08 07:09:35.000
10977,3684,127,5,16612.52,2026-07-17 02:05:24.000
10978,3684,713,2,47623.63,2026-07-17 02:05:24.000
10979,3685,794,5,22249.28,2025-01-08 00:28:22.000
10980,3685,378,4,2669.14,2025-01-08 00:28:22.000
10981,3686,406,5,35765.42,2026-06-10 15:17:18.000
10982,3686,245,4,9077.85,2026-06-10 15:17:18.000
10983,3687,588,5,1132.95,2025-07-10 17:04:01.000
10984,3687,209,5,23581.91,2025-07-10 17:04:01.000
10985,3687,89,1,32925.44,2025-07-10 17:04:01.000
10986,3687,660,3,27427.47,2025-07-10 17:04:01.000
10987,3687,275,3,42258.22,2025-07-10 17:04:01.000
10988,3688,789,4,49200.81,2025-12-28 20:11:49.000
10989,3688,348,4,46754.87,2025-12-28 20:11:49.000
10990,3688,976,3,23357.68,2025-12-28 20:11:49.000
10991,3688,187,3,35818.49,2025-12-28 20:11:49.000
10992,3688,421,4,42981.4,2025-12-28 20:11:49.000
10993,3689,678,2,417.13,2026-05-19 07:53:40.000
10994,3690,910,5,47725.94,2025-05-24 01:29:57.000
10995,3690,989,1,32471.11,2025-05-24 01:29:57.000
10996,3690,675,3,17501.61,2025-05-24 01:29:57.000
10997,3690,869,5,28322.45,2025-05-24 01:29:57.000
10998,3691,264,1,37750.8,2025-10-02 15:21:41.000
10999,3692,270,4,4713.52,2026-06-27 17:37:56.000
11000,3692,105,2,5644.02,2026-06-27 17:37:56.000
11001,3692,156,2,765.37,2026-06-27 17:37:56.000
11002,3693,988,3,43266.6,2026-01-04 01:56:04.000
11003,3693,376,4,26737.89,2026-01-04 01:56:04.000
11004,3693,49,2,27855.89,2026-01-04 01:56:04.000
11005,3694,223,5,2879.79,2025-12-03 20:47:02.000
11006,3694,942,3,32268.2,2025-12-03 20:47:02.000
11007,3694,793,4,43142.7,2025-12-03 20:47:02.000
11008,3695,177,2,19908.03,2025-10-11 15:31:13.000
11009,3695,219,5,4474.22,2025-10-11 15:31:13.000
11010,3695,401,5,33165.0,2025-10-11 15:31:13.000
11011,3695,145,2,35877.54,2025-10-11 15:31:13.000
11012,3696,386,2,46108.21,2026-04-17 04:53:24.000
11013,3696,669,3,37810.36,2026-04-17 04:53:24.000
11014,3696,59,4,40312.94,2026-04-17 04:53:24.000
11015,3696,476,5,43408.1,2026-04-17 04:53:24.000
11016,3696,126,4,31114.58,2026-04-17 04:53:24.000
11017,3697,615,3,25572.48,2025-06-18 07:25:26.000
11018,3697,993,2,18609.78,2025-06-18 07:25:26.000
11019,3697,758,3,32861.75,2025-06-18 07:25:26.000
11020,3697,627,4,9450.34,2025-06-18 07:25:26.000
11021,3698,801,1,30075.96,2025-10-16 09:48:07.000
11022,3698,367,2,21785.18,2025-10-16 09:48:07.000
11023,3698,915,5,14009.56,2025-10-16 09:48:07.000
11024,3698,906,3,17709.89,2025-10-16 09:48:07.000
11025,3698,707,4,9579.73,2025-10-16 09:48:07.000
11026,3699,609,3,27772.04,2026-08-30 16:23:59.000
11027,3699,313,5,47316.08,2026-08-30 16:23:59.000
11028,3699,236,4,28802.49,2026-08-30 16:23:59.000
11029,3700,471,2,34713.78,2026-04-29 06:56:34.000
11030,3700,803,4,24133.2,2026-04-29 06:56:34.000
11031,3700,576,1,2182.84,2026-04-29 06:56:34.000
11032,3700,484,3,15412.71,2026-04-29 06:56:34.000
11033,3701,725,2,14114.35,2025-10-09 00:34:22.000
11034,3701,512,2,45218.78,2025-10-09 00:34:22.000
11035,3702,668,1,25054.16,2026-04-16 07:29:08.000
11036,3703,142,4,6335.36,2025-09-25 06:48:30.000
11037,3703,892,2,49079.8,2025-09-25 06:48:30.000
11038,3703,854,4,28106.25,2025-09-25 06:48:30.000
11039,3703,490,1,20788.53,2025-09-25 06:48:30.000
11040,3704,646,2,1321.99,2026-04-12 01:33:10.000
11041,3705,652,3,24859.0,2026-01-23 05:01:02.000
11042,3705,410,4,47512.94,2026-01-23 05:01:02.000
11043,3705,608,1,45791.11,2026-01-23 05:01:02.000
11044,3706,444,2,12539.61,2025-12-13 12:47:13.000
11045,3706,497,4,23870.16,2025-12-13 12:47:13.000
11046,3707,57,2,46637.43,2026-01-24 17:32:51.000
11047,3707,482,2,42637.42,2026-01-24 17:32:51.000
11048,3707,760,1,34405.66,2026-01-24 17:32:51.000
11049,3708,903,3,13894.83,2025-11-27 14:49:21.000
11050,3708,29,5,10470.02,2025-11-27 14:49:21.000
11051,3708,487,1,16964.11,2025-11-27 14:49:21.000
11052,3709,437,5,38446.34,2025-11-08 07:18:16.000
11053,3710,687,4,5679.04,2026-08-18 03:00:02.000
11054,3710,167,2,27467.59,2026-08-18 03:00:02.000
11055,3711,940,2,18361.41,2026-02-27 11:04:58.000
11056,3712,741,2,27136.32,2025-10-10 07:19:07.000
11057,3713,24,1,19707.43,2025-03-18 11:09:31.000
11058,3713,597,5,40190.92,2025-03-18 11:09:31.000
11059,3714,114,5,7079.75,2026-01-07 03:20:51.000
11060,3714,163,3,5935.07,2026-01-07 03:20:51.000
11061,3714,17,5,47837.51,2026-01-07 03:20:51.000
11062,3714,516,2,2070.76,2026-01-07 03:20:51.000
11063,3715,393,3,34035.77,2025-05-09 20:06:06.000
11064,3716,687,3,5679.04,2026-06-03 05:49:26.000
11065,3716,872,2,29908.14,2026-06-03 05:49:26.000
11066,3716,243,4,37232.1,2026-06-03 05:49:26.000
11067,3716,236,5,28802.49,2026-06-03 05:49:26.000
11068,3717,720,2,18902.38,2025-08-19 18:42:23.000
11069,3717,204,3,36995.77,2025-08-19 18:42:23.000
11070,3717,44,1,3745.74,2025-08-19 18:42:23.000
11071,3718,443,2,11921.57,2026-01-19 21:17:02.000
11072,3718,808,4,11475.19,2026-01-19 21:17:02.000
11073,3718,323,3,47310.05,2026-01-19 21:17:02.000
11074,3718,504,1,19711.11,2026-01-19 21:17:02.000
11075,3718,143,2,40282.1,2026-01-19 21:17:02.000
11076,3719,742,4,4367.96,2025-01-01 15:49:00.000
11077,3720,329,5,4582.19,2025-02-25 15:03:47.000
11078,3720,62,1,47991.42,2025-02-25 15:03:47.000
11079,3720,634,5,1312.92,2025-02-25 15:03:47.000
11080,3720,766,4,20335.69,2025-02-25 15:03:47.000
11081,3721,980,3,8386.43,2026-06-16 10:22:17.000
11082,3721,846,3,9670.65,2026-06-16 10:22:17.000
11083,3721,327,5,15594.21,2026-06-16 10:22:17.000
11084,3722,300,4,23291.06,2025-10-18 22:55:28.000
11085,3723,792,5,564.18,2025-06-26 03:11:29.000
11086,3723,651,1,36152.69,2025-06-26 03:11:29.000
11087,3723,443,3,11921.57,2025-06-26 03:11:29.000
11088,3723,225,4,13829.49,2025-06-26 03:11:29.000
11089,3724,144,2,32977.54,2026-02-18 02:40:06.000
11090,3724,595,4,35315.9,2026-02-18 02:40:06.000
11091,3724,341,2,9130.25,2026-02-18 02:40:06.000
11092,3725,609,2,27772.04,2025-07-23 10:45:50.000
11093,3725,53,3,44235.03,2025-07-23 10:45:50.000
11094,3725,285,2,20755.57,2025-07-23 10:45:50.000
11095,3726,476,3,43408.1,2025-10-29 14:24:07.000
11096,3727,483,1,10190.2,2026-03-16 03:23:00.000
11097,3727,900,2,21192.03,2026-03-16 03:23:00.000
11098,3727,404,1,9208.76,2026-03-16 03:23:00.000
11099,3727,399,2,31345.53,2026-03-16 03:23:00.000
11100,3728,878,4,26029.63,2026-01-11 04:26:54.000
11101,3729,109,5,21735.74,2026-03-05 03:14:00.000
11102,3730,395,2,45691.12,2025-01-03 07:44:09.000
11103,3730,451,1,2175.62,2025-01-03 07:44:09.000
11104,3730,504,5,19711.11,2025-01-03 07:44:09.000
11105,3731,286,4,9652.34,2025-06-20 19:02:02.000
11106,3731,148,5,16464.86,2025-06-20 19:02:02.000
11107,3731,799,5,8737.24,2025-06-20 19:02:02.000
11108,3731,147,2,9272.11,2025-06-20 19:02:02.000
11109,3731,273,1,17041.19,2025-06-20 19:02:02.000
11110,3732,577,5,23273.99,2026-05-13 15:26:51.000
11111,3732,692,1,18078.87,2026-05-13 15:26:51.000
11112,3732,149,3,29559.69,2026-05-13 15:26:51.000
11113,3732,981,3,40251.69,2026-05-13 15:26:51.000
11114,3733,681,1,41749.38,2026-06-21 00:18:28.000
11115,3733,208,2,26235.84,2026-06-21 00:18:28.000
11116,3733,530,5,43080.88,2026-06-21 00:18:28.000
11117,3734,713,5,47623.63,2026-03-24 21:35:36.000
11118,3734,556,3,49599.42,2026-03-24 21:35:36.000
11119,3734,190,2,19519.13,2026-03-24 21:35:36.000
11120,3735,39,3,24377.72,2026-08-29 10:16:07.000
11121,3735,912,1,6271.94,2026-08-29 10:16:07.000
11122,3735,15,2,19842.19,2026-08-29 10:16:07.000
11123,3735,189,4,2493.16,2026-08-29 10:16:07.000
11124,3735,887,1,40665.07,2026-08-29 10:16:07.000
11125,3736,342,3,4893.44,2026-01-10 19:27:47.000
11126,3736,917,2,43051.72,2026-01-10 19:27:47.000
11127,3737,655,5,37745.25,2026-04-10 17:18:32.000
11128,3737,645,3,41598.63,2026-04-10 17:18:32.000
11129,3737,930,5,13743.38,2026-04-10 17:18:32.000
11130,3738,524,1,18371.36,2025-02-03 22:16:22.000
11131,3738,990,1,12262.36,2025-02-03 22:16:22.000
11132,3738,813,2,39727.15,2025-02-03 22:16:22.000
11133,3739,400,3,34815.29,2026-07-31 23:17:42.000
11134,3739,280,4,11262.21,2026-07-31 23:17:42.000
11135,3740,988,5,43266.6,2025-03-05 15:46:14.000
11136,3740,832,5,26549.44,2025-03-05 15:46:14.000
11137,3741,493,4,34513.69,2025-04-10 15:21:31.000
11138,3741,32,3,27925.5,2025-04-10 15:21:31.000
11139,3741,640,5,9929.15,2025-04-10 15:21:31.000
11140,3742,645,1,41598.63,2026-01-08 16:23:08.000
11141,3742,719,2,10813.0,2026-01-08 16:23:08.000
11142,3742,369,5,28084.59,2026-01-08 16:23:08.000
11143,3742,217,3,43282.03,2026-01-08 16:23:08.000
11144,3743,936,5,17291.95,2025-01-16 20:41:54.000
11145,3743,176,5,48316.31,2025-01-16 20:41:54.000
11146,3743,461,2,32983.33,2025-01-16 20:41:54.000
11147,3744,404,5,9208.76,2025-12-13 16:34:03.000
11148,3744,186,1,42954.09,2025-12-13 16:34:03.000
11149,3744,354,1,47203.35,2025-12-13 16:34:03.000
11150,3744,310,1,10799.45,2025-12-13 16:34:03.000
11151,3745,762,4,41725.75,2026-05-22 10:13:42.000
11152,3745,87,3,6409.81,2026-05-22 10:13:42.000
11153,3746,932,5,43892.64,2026-06-10 22:54:04.000
11154,3746,502,4,44330.21,2026-06-10 22:54:04.000
11155,3746,30,4,14775.1,2026-06-10 22:54:04.000
11156,3746,292,5,47906.65,2026-06-10 22:54:04.000
11157,3746,96,4,21955.42,2026-06-10 22:54:04.000
11158,3747,808,4,11475.19,2026-05-25 15:52:28.000
11159,3747,19,5,36337.09,2026-05-25 15:52:28.000
11160,3748,537,1,7854.38,2025-08-10 06:09:55.000
11161,3749,352,4,46003.96,2026-04-30 21:27:44.000
11162,3749,974,2,33892.39,2026-04-30 21:27:44.000
11163,3749,987,2,31940.76,2026-04-30 21:27:44.000
11164,3749,601,5,6136.28,2026-04-30 21:27:44.000
11165,3750,309,2,21569.96,2025-05-06 05:32:36.000
11166,3751,927,5,3913.98,2025-04-07 11:58:46.000
11167,3751,992,4,19992.0,2025-04-07 11:58:46.000
11168,3751,674,2,11513.82,2025-04-07 11:58:46.000
11169,3752,355,1,3319.91,2025-11-14 20:23:40.000
11170,3752,947,1,12557.04,2025-11-14 20:23:40.000
11171,3753,984,2,18828.41,2026-02-06 09:32:48.000
11172,3753,375,3,32064.57,2026-02-06 09:32:48.000
11173,3753,821,1,1254.26,2026-02-06 09:32:48.000
11174,3754,747,5,29959.69,2026-05-30 21:31:49.000
11175,3754,494,2,33210.26,2026-05-30 21:31:49.000
11176,3754,457,3,18209.84,2026-05-30 21:31:49.000
11177,3755,644,1,23881.22,2025-03-01 18:48:54.000
11178,3755,724,5,47973.47,2025-03-01 18:48:54.000
11179,3755,325,2,19095.47,2025-03-01 18:48:54.000
11180,3755,222,2,41843.62,2025-03-01 18:48:54.000
11181,3755,951,4,26049.37,2025-03-01 18:48:54.000
11182,3756,374,2,45018.8,2025-11-12 15:30:53.000
11183,3756,974,2,33892.39,2025-11-12 15:30:53.000
11184,3756,657,5,3525.35,2025-11-12 15:30:53.000
11185,3756,531,1,40547.22,2025-11-12 15:30:53.000
11186,3757,292,5,47906.65,2025-06-05 10:26:14.000
11187,3757,994,2,6564.18,2025-06-05 10:26:14.000
11188,3757,787,2,46119.43,2025-06-05 10:26:14.000
11189,3758,619,5,3392.93,2025-12-25 01:37:55.000
11190,3758,800,1,42685.08,2025-12-25 01:37:55.000
11191,3758,356,5,7112.0,2025-12-25 01:37:55.000
11192,3758,348,1,46754.87,2025-12-25 01:37:55.000
11193,3758,462,3,45022.7,2025-12-25 01:37:55.000
11194,3759,767,4,31930.52,2025-05-19 06:19:06.000
11195,3759,210,5,14976.17,2025-05-19 06:19:06.000
11196,3760,664,2,27906.34,2026-04-09 10:59:11.000
11197,3760,118,2,40128.89,2026-04-09 10:59:11.000
11198,3760,989,2,32471.11,2026-04-09 10:59:11.000
11199,3761,375,3,32064.57,2025-06-19 06:17:49.000
11200,3761,651,4,36152.69,2025-06-19 06:17:49.000
11201,3761,634,3,1312.92,2025-06-19 06:17:49.000
11202,3761,223,4,2879.79,2025-06-19 06:17:49.000
11203,3761,809,1,47404.65,2025-06-19 06:17:49.000
11204,3762,852,3,24881.82,2025-02-25 04:06:22.000
11205,3763,866,1,12617.07,2026-02-13 05:04:07.000
11206,3763,117,3,38126.28,2026-02-13 05:04:07.000
11207,3763,300,5,23291.06,2026-02-13 05:04:07.000
11208,3763,91,5,46818.3,2026-02-13 05:04:07.000
11209,3764,519,4,43608.4,2026-03-31 13:48:09.000
11210,3764,594,1,48073.9,2026-03-31 13:48:09.000
11211,3764,410,3,47512.94,2026-03-31 13:48:09.000
11212,3764,352,4,46003.96,2026-03-31 13:48:09.000
11213,3765,282,5,32412.36,2025-05-10 11:19:13.000
11214,3765,737,5,31983.74,2025-05-10 11:19:13.000
11215,3765,682,4,16757.56,2025-05-10 11:19:13.000
11216,3765,504,2,19711.11,2025-05-10 11:19:13.000
11217,3765,186,1,42954.09,2025-05-10 11:19:13.000
11218,3766,128,1,36760.79,2026-05-15 10:25:29.000
11219,3766,132,5,44864.58,2026-05-15 10:25:29.000
11220,3766,764,4,24785.39,2026-05-15 10:25:29.000
11221,3766,700,4,39760.41,2026-05-15 10:25:29.000
11222,3766,694,2,10879.46,2026-05-15 10:25:29.000
11223,3767,495,4,4898.59,2025-11-27 21:33:20.000
11224,3767,126,2,31114.58,2025-11-27 21:33:20.000
11225,3767,995,4,47388.89,2025-11-27 21:33:20.000
11226,3767,820,4,45967.76,2025-11-27 21:33:20.000
11227,3767,149,2,29559.69,2025-11-27 21:33:20.000
11228,3768,207,1,31855.99,2026-06-15 17:02:05.000
11229,3768,12,3,5190.71,2026-06-15 17:02:05.000
11230,3768,832,1,26549.44,2026-06-15 17:02:05.000
11231,3768,662,5,45575.65,2026-06-15 17:02:05.000
11232,3769,30,1,14775.1,2025-06-22 06:42:53.000
11233,3769,664,5,27906.34,2025-06-22 06:42:53.000
11234,3769,509,3,31112.02,2025-06-22 06:42:53.000
11235,3770,467,4,2591.74,2025-07-08 00:38:27.000
11236,3771,349,4,34167.45,2025-09-13 20:53:18.000
11237,3771,717,1,1176.82,2025-09-13 20:53:18.000
11238,3771,82,1,38507.9,2025-09-13 20:53:18.000
11239,3771,673,2,10046.21,2025-09-13 20:53:18.000
11240,3772,654,5,47009.13,2026-08-09 21:24:46.000
11241,3772,908,5,38129.44,2026-08-09 21:24:46.000
11242,3772,452,3,43996.26,2026-08-09 21:24:46.000
11243,3772,593,2,48456.54,2026-08-09 21:24:46.000
11244,3773,641,4,14273.9,2025-02-13 17:10:43.000
11245,3773,605,1,934.6,2025-02-13 17:10:43.000
11246,3774,206,1,13809.74,2026-04-13 02:28:20.000
11247,3774,702,4,42641.44,2026-04-13 02:28:20.000
11248,3774,818,5,3305.51,2026-04-13 02:28:20.000
11249,3774,527,2,27641.51,2026-04-13 02:28:20.000
11250,3774,88,5,16406.68,2026-04-13 02:28:20.000
11251,3775,423,5,2868.59,2025-10-16 14:35:42.000
11252,3775,466,4,22643.37,2025-10-16 14:35:42.000
11253,3776,883,2,19611.93,2026-01-27 02:19:59.000
11254,3777,818,4,3305.51,2025-07-02 01:54:20.000
11255,3778,371,2,34218.42,2026-08-13 03:32:49.000
11256,3778,583,2,7511.73,2026-08-13 03:32:49.000
11257,3778,504,1,19711.11,2026-08-13 03:32:49.000
11258,3778,17,3,47837.51,2026-08-13 03:32:49.000
11259,3778,639,1,46848.3,2026-08-13 03:32:49.000
11260,3779,802,2,34356.03,2025-08-05 06:42:54.000
11261,3779,87,5,6409.81,2025-08-05 06:42:54.000
11262,3779,692,4,18078.87,2025-08-05 06:42:54.000
11263,3779,555,5,9393.05,2025-08-05 06:42:54.000
11264,3779,303,1,1154.65,2025-08-05 06:42:54.000
11265,3780,506,3,48080.68,2025-04-24 00:18:54.000
11266,3781,251,5,22937.32,2025-03-24 05:01:35.000
11267,3782,965,2,6790.71,2025-02-24 04:02:41.000
11268,3782,189,2,2493.16,2025-02-24 04:02:41.000
11269,3782,981,3,40251.69,2025-02-24 04:02:41.000
11270,3782,756,2,5890.22,2025-02-24 04:02:41.000
11271,3783,947,3,12557.04,2025-09-08 15:01:41.000
11272,3784,223,1,2879.79,2026-01-19 08:05:06.000
11273,3784,556,4,49599.42,2026-01-19 08:05:06.000
11274,3784,35,2,3767.62,2026-01-19 08:05:06.000
11275,3785,144,4,32977.54,2026-07-01 04:52:41.000
11276,3785,215,5,31363.57,2026-07-01 04:52:41.000
11277,3785,432,5,25926.46,2026-07-01 04:52:41.000
11278,3785,359,5,35396.49,2026-07-01 04:52:41.000
11279,3785,713,1,47623.63,2026-07-01 04:52:41.000
11280,3786,444,4,12539.61,2025-11-12 04:57:35.000
11281,3786,574,3,24479.92,2025-11-12 04:57:35.000
11282,3786,346,5,1565.57,2025-11-12 04:57:35.000
11283,3787,158,1,19868.34,2025-11-03 22:24:32.000
11284,3787,438,3,38120.7,2025-11-03 22:24:32.000
11285,3788,112,2,841.71,2025-07-22 19:37:56.000
11286,3788,494,3,33210.26,2025-07-22 19:37:56.000
11287,3789,755,1,34216.33,2025-06-11 11:42:29.000
11288,3789,829,3,19565.95,2025-06-11 11:42:29.000
11289,3789,38,5,32987.94,2025-06-11 11:42:29.000
11290,3790,102,1,17951.6,2025-07-01 13:29:37.000
11291,3790,978,2,35931.87,2025-07-01 13:29:37.000
11292,3790,152,5,18769.8,2025-07-01 13:29:37.000
11293,3790,451,1,2175.62,2025-07-01 13:29:37.000
11294,3791,199,4,39326.33,2025-06-19 00:52:51.000
11295,3791,423,1,2868.59,2025-06-19 00:52:51.000
11296,3791,133,4,49410.17,2025-06-19 00:52:51.000
11297,3792,802,3,34356.03,2025-01-07 17:45:00.000
11298,3792,85,2,15458.66,2025-01-07 17:45:00.000
11299,3792,692,5,18078.87,2025-01-07 17:45:00.000
11300,3792,238,5,35479.8,2025-01-07 17:45:00.000
11301,3793,58,5,32129.9,2026-02-09 22:02:33.000
11302,3793,582,3,39423.85,2026-02-09 22:02:33.000
11303,3793,399,5,31345.53,2026-02-09 22:02:33.000
11304,3793,792,3,564.18,2026-02-09 22:02:33.000
11305,3793,647,4,16228.02,2026-02-09 22:02:33.000
11306,3794,400,3,34815.29,2026-05-21 08:17:24.000
11307,3794,155,1,2448.52,2026-05-21 08:17:24.000
11308,3794,582,3,39423.85,2026-05-21 08:17:24.000
11309,3794,160,5,31454.21,2026-05-21 08:17:24.000
11310,3794,894,1,19374.89,2026-05-21 08:17:24.000
11311,3795,247,3,36466.42,2025-10-09 10:55:33.000
11312,3795,901,4,28350.04,2025-10-09 10:55:33.000
11313,3795,433,1,36038.1,2025-10-09 10:55:33.000
11314,3795,940,1,18361.41,2025-10-09 10:55:33.000
11315,3796,660,3,27427.47,2025-04-16 07:58:44.000
11316,3796,872,1,29908.14,2025-04-16 07:58:44.000
11317,3796,464,4,15379.6,2025-04-16 07:58:44.000
11318,3796,757,3,27445.11,2025-04-16 07:58:44.000
11319,3796,775,5,29505.06,2025-04-16 07:58:44.000
11320,3797,699,3,24034.77,2026-03-13 19:57:29.000
11321,3797,75,3,41019.42,2026-03-13 19:57:29.000
11322,3797,780,2,26973.91,2026-03-13 19:57:29.000
11323,3797,873,5,9458.22,2026-03-13 19:57:29.000
11324,3797,122,1,37111.24,2026-03-13 19:57:29.000
11325,3798,364,5,10086.56,2026-06-30 17:45:09.000
11326,3799,881,3,41527.94,2026-05-10 00:51:10.000
11327,3799,885,2,17102.9,2026-05-10 00:51:10.000
11328,3799,450,3,1095.81,2026-05-10 00:51:10.000
11329,3799,197,1,24072.56,2026-05-10 00:51:10.000
11330,3799,410,4,47512.94,2026-05-10 00:51:10.000
11331,3800,754,1,47117.38,2025-11-22 02:05:45.000
11332,3801,162,1,31084.56,2025-02-21 16:26:35.000
11333,3801,773,3,15045.76,2025-02-21 16:26:35.000
11334,3801,957,1,35640.83,2025-02-21 16:26:35.000
11335,3801,596,5,7116.82,2025-02-21 16:26:35.000
11336,3801,384,4,10220.23,2025-02-21 16:26:35.000
11337,3802,81,1,22914.78,2025-05-30 05:10:48.000
11338,3802,8,4,31912.25,2025-05-30 05:10:48.000
11339,3802,911,3,37035.78,2025-05-30 05:10:48.000
11340,3802,623,1,16394.36,2025-05-30 05:10:48.000
11341,3803,647,5,16228.02,2026-01-07 10:38:57.000
11342,3803,654,2,47009.13,2026-01-07 10:38:57.000
11343,3803,825,5,48544.73,2026-01-07 10:38:57.000
11344,3804,53,3,44235.03,2026-05-26 04:48:04.000
11345,3804,806,2,15148.72,2026-05-26 04:48:04.000
11346,3804,356,1,7112.0,2026-05-26 04:48:04.000
11347,3804,7,5,4773.67,2026-05-26 04:48:04.000
11348,3804,310,3,10799.45,2026-05-26 04:48:04.000
11349,3805,982,2,30009.92,2025-01-09 16:52:45.000
11350,3806,256,4,42839.49,2026-05-21 05:22:59.000
11351,3807,436,2,220.88,2026-07-25 20:55:56.000
11352,3807,344,2,44577.27,2026-07-25 20:55:56.000
11353,3808,341,4,9130.25,2026-07-15 16:08:56.000
11354,3808,434,5,18550.09,2026-07-15 16:08:56.000
11355,3808,299,3,32266.05,2026-07-15 16:08:56.000
11356,3808,249,2,48680.3,2026-07-15 16:08:56.000
11357,3809,458,3,19974.21,2025-11-16 20:24:34.000
11358,3810,148,3,16464.86,2025-12-04 00:06:00.000
11359,3810,872,2,29908.14,2025-12-04 00:06:00.000
11360,3810,330,2,10070.33,2025-12-04 00:06:00.000
11361,3811,745,2,8255.59,2025-03-15 02:58:53.000
11362,3811,711,2,7134.81,2025-03-15 02:58:53.000
